#ResPipeUI	ARO_accession	ARO_name	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	Antibiotic	Efflux_Component	Efflux_Regulator	CVTERMID	gb	Species	SeqLength
3003223_U00096	ARO:3003223	Escherichia coli 16S rRNA mutation conferring resistance to edeine	16s_rRNA_with_mutation_conferring_resistance_to_peptide_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;confers_resistance_to_drug__edeine_A;confers_resistance_to_drug__edeine_B;confers_resistance_to_drug__edeine_D;confers_resistance_to_drug__edeine_F;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	39807	U00096	Escherichia coli K-12	1542
3002721_EU043311	ARO:3002721	QnrB7	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39155	EU043311	Enterobacter cloacae	645
3002722_EU043312	ARO:3002722	QnrB8	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39156	EU043312	Citrobacter freundii	645
3004450_EU046614.1	ARO:3004450	TRU-1	TRU_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	41645	EU046614.1	Aeromonas enteropelogenes	1149
3002792_EU077611	ARO:3002792	QnrS3	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39226	EU077611	Escherichia coli	654
3002591_EU085533	ARO:3002591	AAC(6')-Ib-Suzhou	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38991	EU085533	Enterobacter cloacae	519
3001765_EU086830	ARO:3001765	OXA-136	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38165	EU086830	Brachyspira pilosicoli	810
3001767_EU086834	ARO:3001767	OXA-137	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38167	EU086834	Brachyspira pilosicoli	810
3002287_EU118148	ARO:3002287	VIM-17	VIM_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38687	EU118148	Pseudomonas aeruginosa	801
3002584_EU118148	ARO:3002584	AAC(6')-29b	AAC(6')	aminoglycoside_antibiotic	antibiotic_inactivation	neomycin;dibekacin;amikacin;sisomicin;netilmicin;kanamycin_A;tobramycin;isepamicin;arbekacin;gentamicin_B	Unassigned	Unassigned	38984	EU118148	Pseudomonas aeruginosa	396
3002881_EU124663.1	ARO:3002881	lmrC	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	confers_resistance_to__lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	Unassigned	Unassigned	Unassigned	39315	EU124663.1	Streptomyces lincolnensis	1653
3001942_EU136031	ARO:3001942	CTX-M-81	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38342	EU136031	Klebsiella pneumoniae	876
3002731_EU136183	ARO:3002731	QnrB16	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39165	EU136183	Citrobacter freundii	681
3001150_EU155018	ARO:3001150	SHV-101	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37530	EU155018	Klebsiella pneumoniae	861
3001929_EU177100	ARO:3001929	CTX-M-68	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38329	EU177100	Klebsiella sp. ARS06-441	876
3000603_EU177504	ARO:3000603	Erm(41)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;confers_resistance_to_drug__roxithromycin;confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__telithromycin;confers_resistance_to_drug__clarithromycin;confers_resistance_to_drug__clindamycin;confers_resistance_to_drug__tylosin;confers_resistance_to_drug__spiramycin;confers_resistance_to_drug__azithromycin;confers_resistance_to_drug__dirithromycin;confers_resistance_to_drug__pristinamycin_IA;confers_resistance_to_drug__quinupristin;confers_resistance_to_drug__pristinamycin_IIA;confers_resistance_to_drug__madumycin_II;confers_resistance_to_drug__griseoviridin;confers_resistance_to_drug__dalfopristin;confers_resistance_to_drug__pristinamycin_IB;confers_resistance_to_drug__virginiamycin_S2;confers_resistance_to_drug__vernamycin_B-gamma;confers_resistance_to_drug__vernamycin_C;confers_resistance_to_drug__patricin_A;confers_resistance_to_drug__ostreogrycin_B3;confers_resistance_to_drug__oleandomycin	Unassigned	Unassigned	36742	EU177504	Mycobacteroides abscessus	417
3004665_EU182575.1	ARO:3004665	cmlA8	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	42708	EU182575.1	Pseudomonas aeruginosa	1260
3001609_EU188842	ARO:3001609	OXA-114a	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38009	EU188842	Achromobacter xylosoxidans	828
3001941_EU202673	ARO:3001941	CTX-M-80	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38341	EU202673	Klebsiella pneumoniae	876
3001441_EU220744	ARO:3001441	OXA-116	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37841	EU220744	Acinetobacter baumannii	786
3002968_EU250284	ARO:3002968	vanXYL	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39402	EU250284	Enterococcus faecalis	582
3002973_EU250284	ARO:3002973	vanTmL	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39407	EU250284	Enterococcus faecalis	990
3002974_EU250284	ARO:3002974	vanTrL	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39408	EU250284	Enterococcus faecalis	1101
3002927_EU250284	ARO:3002927	vanRL	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin	Unassigned	Unassigned	39361	EU250284	Enterococcus faecalis	696
3002938_EU250284	ARO:3002938	vanSL	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	vancomycin	Unassigned	Unassigned	39372	EU250284	Enterococcus faecalis	1095
3002910_EU250284	ARO:3002910	vanL	glycopeptide_resistance_gene_cluster	glycopeptide_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39344	EU250284	Enterococcus faecalis	1050
3002374_EU259884.2	ARO:3002374	VEB-6	VEB_beta-lactamase	cephalosporin;monobactam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38774	EU259884.2	Proteus mirabilis	900
3002667_EU269034.2	ARO:3002667	rmtD	16S_rRNA_methyltransferase_(G1405)	aminoglycoside_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	39067	EU269034.2	Klebsiella pneumoniae	744
3002727_EU273755	ARO:3002727	QnrB13	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39161	EU273755	Citrobacter freundii	681
3002728_EU273757	ARO:3002728	QnrB14	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39163	EU273757	Citrobacter freundii	681
3001030_EU274580	ARO:3001030	TEM-164	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37410	EU274580	Klebsiella pneumoniae	861
3001153_EU274581	ARO:3001153	SHV-104	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37533	EU274581	Klebsiella pneumoniae	861
3003109_EU294228.1	ARO:3003109	msrE	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	confers_resistance_to__macrolide_antibiotic;confers_resistance_to__streptogramin_antibiotic;lincosamide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	erythromycin	Unassigned	Unassigned	39685	EU294228.1	Acinetobacter baumannii	1476
3002730_EU302865	ARO:3002730	QnrB15	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39164	EU302865	Citrobacter freundii	681
3002047_EU331426.1	ARO:3002047	CMY-36	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38447	EU331426.1	Klebsiella pneumoniae	1146
3001118_EU342351	ARO:3001118	SHV-63	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37498	EU342351	Klebsiella pneumoniae	861
3001803_EU358785	ARO:3001803	OXA-142	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38203	EU358785	Pseudomonas aeruginosa	801
3003922_EU370913.1	ARO:3003922	oqxA	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;nitrofuran_antibiotic;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	tigecycline;ciprofloxacin;nitrofurantoin;trimethoprim	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40631	EU370913.1	Escherichia coli	1176
3003923_EU370913.1	ARO:3003923	oqxB	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;nitrofuran_antibiotic;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	tigecycline;ciprofloxacin;nitrofurantoin;trimethoprim	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	40632	EU370913.1	Escherichia coli	3153
3001648_EU375515	ARO:3001648	OXA-128	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38048	EU375515	Acinetobacter baumannii	825
3002315_EU400222	ARO:3002315	KPC-5	KPC_beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38715	EU400222	Pseudomonas aeruginosa	882
3001930_EU402393	ARO:3001930	CTX-M-69	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38330	EU402393	Escherichia coli	876
3002482_EU408346.1	ARO:3002482	LRA-1	class_A_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38882	EU408346.1	uncultured bacterium BLR1	888
3002485_EU408347.1	ARO:3002485	LRA-2	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38885	EU408347.1	uncultured bacterium BLR2	909
3002510_EU408348	ARO:3002510	LRA-3	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38910	EU408348	uncultured bacterium BLR3	909
3002487_EU408349	ARO:3002487	LRA-8	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38887	EU408349	uncultured bacterium BLR8	918
3002488_EU408350.1	ARO:3002488	LRA-9	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38888	EU408350.1	uncultured bacterium BLR9	906
3002511_EU408351	ARO:3002511	LRA-12	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38911	EU408351	uncultured bacterium BLR12	882
3002484_EU408352.1	ARO:3002484	LRA-13	class_C_and_D_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38884	EU408352.1	uncultured bacterium BLR13	1830
3002512_EU408354.1	ARO:3002512	LRA-17	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38912	EU408354.1	uncultured bacterium BLR17	885
3002492_EU408355	ARO:3002492	LRA-18	class_C_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38892	EU408355	uncultured bacterium BLR18	1161
3002486_EU408356.1	ARO:3002486	LRA-7	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38886	EU408356.1	uncultured bacterium BLR7	909
3002489_EU408357.1	ARO:3002489	LRA-10	class_C_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38889	EU408357.1	uncultured bacterium BLR10	1128
3002483_EU408358	ARO:3002483	LRA-5	class_A_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38883	EU408358	uncultured bacterium BLR5	981
3002513_EU408359	ARO:3002513	LRA-19	subclass_B3_LRA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38913	EU408359	uncultured bacterium BLR19	903
3001158_EU418913	ARO:3001158	SHV-109	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37538	EU418913	Klebsiella pneumoniae	861
3002285_EU419745	ARO:3002285	VIM-15	VIM_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38685	EU419745	Pseudomonas aeruginosa	801
3002286_EU419746	ARO:3002286	VIM-16	VIM_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38686	EU419746	Pseudomonas aeruginosa	801
3001829_EU427302	ARO:3001829	ACT-4	ACT_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38229	EU427302	Enterobacter asburiae	1143
3002799_EU436855	ARO:3002799	QnrVC1	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	39233	EU436855	Vibrio cholerae	657
3001161_EU477409	ARO:3001161	SHV-112	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37541	EU477409	Klebsiella pneumoniae	309
3002804_EU487198	ARO:3002804	FosA2	fosfomycin_thiol_transferase	fosfomycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	39238	EU487198	Enterobacter cloacae	426
3002043_EU496815	ARO:3002043	CMY-32	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38443	EU496815	Escherichia coli	1146
3002044_EU496816	ARO:3002044	CMY-33	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38444	EU496816	Escherichia coli	1140
3002186_EU515248	ARO:3002186	MOX-3	MOX_beta-lactamase	cephalosporin;cephamycin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38586	EU515248	Aeromonas sp. HCUZ 2422275	1149
3002036_EU515249	ARO:3002036	CMY-25	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38436	EU515249	Klebsiella pneumoniae	1146
3002038_EU515250	ARO:3002038	CMY-27	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38438	EU515250	Escherichia coli	1146
3002051_EU515251	ARO:3002051	CMY-40	CMY_beta-lactamase	cephamycin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38451	EU515251	Escherichia coli	1146
3000572_EU523697	ARO:3000572	tet(42)	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	36711	EU523697	Micrococcus sp. SMCC G887	1287
3002216_EU541448	ARO:3002216	IMP-25	IMP_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38616	EU541448	Pseudomonas aeruginosa	741
3001947_EU545409	ARO:3001947	CTX-M-87	CTX-M_beta-lactamase	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38347	EU545409	Escherichia coli	876
3001651_EU547445	ARO:3001651	OXA-130	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38051	EU547445	Acinetobacter baumannii	825
3001652_EU547446	ARO:3001652	OXA-131	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38052	EU547446	Acinetobacter baumannii	825
3001653_EU547447	ARO:3001653	OXA-132	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38053	EU547447	Acinetobacter baumannii	825
3002316_EU555534	ARO:3002316	KPC-6	KPC_beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38716	EU555534	Klebsiella pneumoniae	882
3001702_EU571228	ARO:3001702	OXA-133	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38102	EU571228	Acinetobacter radioresistens	822
3001112_EU586041	ARO:3001112	SHV-56	SHV_beta-lactamase	carbapenem;cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37492	EU586041	Klebsiella pneumoniae	861
3003871_EU652244.1	ARO:3003871	ADC-39	ADC_beta-lactamase_without_carbapenemase_activity	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	40570	EU652244.1	Acinetobacter baumannii	1152
3001655_EU670845	ARO:3001655	OXA-138	OXA_beta-lactamase	cephalosporin;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38055	EU670845	Acinetobacter nosocomialis	825
3002848_EU675686	ARO:3002848	arr-3	rifampin_ADP-ribosyltransferase_(Arr)	rifamycin_antibiotic	antibiotic_inactivation	rifampin;rifaximin;rifabutin;rifapentine	Unassigned	Unassigned	39282	EU675686	Escherichia coli	453
3002616_EU675686	ARO:3002616	aadA16	ANT(3'')	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__spectinomycin;confers_resistance_to_drug__streptomycin	Unassigned	Unassigned	39016	EU675686	Escherichia coli	846
3000196_EU722333.1	ARO:3000196	tet32	tetracycline-resistant_ribosomal_protection_protein	tetracycline_antibiotic	antibiotic_target_protection	confers_resistance_to_drug__tetracycline;confers_resistance_to_drug__doxycycline;confers_resistance_to_drug__minocycline;confers_resistance_to_drug__chlortetracycline;confers_resistance_to_drug__demeclocycline;confers_resistance_to_drug__oxytetracycline	Unassigned	Unassigned	36335	EU722333.1	Escherichia coli	1920
3002317_EU729727	ARO:3002317	KPC-7	KPC_beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38717	EU729727	Klebsiella pneumoniae	882
3002613_EU746499.1	ARO:3002613	aadA13	ANT(3'')	aminoglycoside_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__spectinomycin;confers_resistance_to_drug__streptomycin	Unassigned	Unassigned	39013	EU746499.1	Pseudomonas aeruginosa	798
3002366_EU748544	ARO:3002366	PER-4	PER_beta-lactamase	carbapenem;cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	38766	EU748544	Proteus vulgaris	927
3002859_EU780012	ARO:3002859	dfrA14	trimethoprim_resistant_dihydrofolate_reductase_dfr	diaminopyrimidine_antibiotic	antibiotic_target_replacement	confers_resistance_to_drug__trimethoprim;brodimoprim;tetroxoprim;iclaprim	Unassigned	Unassigned	39293	EU780012	Escherichia coli	483
3001029_EU815939	ARO:3001029	TEM-163	TEM_beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	37409	EU815939	Escherichia coli	861
3004103_EU847537.1	ARO:3004103	QepA2	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__ciprofloxacin;confers_resistance_to_drug__moxifloxacin;confers_resistance_to_drug__norfloxacin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	41215	EU847537.1	Escherichia coli	1536
